Location,Rainfall (mm),Depth_to_Water_Level (m),Seasonal_Fluctuation (m),Soil_Type,Rock_Type,Aquifer_Type,Required_Bore_Depth (m)
Warangal,1798.89,8.01,3.82,Loamy,Basalt,Unconfined,14.59
Karimnagar,1240.77,7.15,3.26,Red Sandy,Granite,Semi-confined,13.03
Adilabad,1105.04,4.37,1.58,Loamy,Quartzite,Unconfined,7.97
Khammam,1565.04,8.23,2.85,Laterite,Schist,Unconfined,12.79
Nizamabad,1143.1,8.8,3.76,Loamy,Basalt,Semi-confined,14.3
Warangal,1747.76,7.51,2.67,Red Sandy,Basalt,Semi-confined,11.88
Khammam,1561.27,6.42,3.07,Red Sandy,Schist,Unconfined,11.07
Karimnagar,1283.53,7.05,4.19,Loamy,Schist,Confined,12.63
Rangareddy,1060.63,6.53,2.02,Red Sandy,Schist,Confined,11.49
Nizamabad,1123.87,9.38,3.12,Loamy,Granite,Semi-confined,15.16
Khammam,1593.64,8.89,1.69,Black Cotton,Granite,Confined,11.74
Nizamabad,1099.02,7.59,3.88,Black Cotton,Granite,Semi-confined,13.25
Warangal,1800.86,8.55,4.11,Loamy,Basalt,Unconfined,14.68
Mahabubnagar,1212.71,8.89,4.83,Black Cotton,Schist,Semi-confined,15.01
Nalgonda,941.3,6.68,1.66,Loamy,Schist,Unconfined,10.91
Nizamabad,1157.96,7.08,4.01,Red Sandy,Quartzite,Unconfined,12.14
Mahabubnagar,1267.46,7.34,1.99,Black Cotton,Basalt,Unconfined,11.8
Adilabad,1119.37,5.03,4.38,Loamy,Granite,Semi-confined,11.0
Adilabad,1132.81,3.98,4.74,Red Sandy,Granite,Semi-confined,10.89
Nizamabad,1166.24,6.55,2.4,Laterite,Schist,Unconfined,10.05
Adilabad,1111.56,2.8,4.55,Red Sandy,Quartzite,Semi-confined,8.54
Khammam,1642.62,8.86,2.72,Laterite,Quartzite,Confined,13.57
Khammam,1584.52,7.95,3.74,Laterite,Basalt,Unconfined,13.2
Medak,1155.09,15.52,4.6,Laterite,Quartzite,Confined,22.48
Nalgonda,942.95,9.22,2.05,Black Cotton,Schist,Unconfined,12.82
Nalgonda,1001.51,7.44,4.9,Laterite,Schist,Confined,13.69
Karimnagar,1277.62,9.04,4.64,Loamy,Basalt,Semi-confined,14.76
Nizamabad,1071.74,8.37,2.12,Red Sandy,Quartzite,Semi-confined,13.21
Hyderabad,1167.16,9.24,3.06,Red Sandy,Quartzite,Semi-confined,14.74
Khammam,1612.23,9.34,4.71,Black Cotton,Granite,Confined,15.83
Mahabubnagar,1250.54,8.57,4.14,Loamy,Basalt,Semi-confined,14.14
Medak,1192.36,14.93,2.52,Loamy,Basalt,Confined,19.16
Nizamabad,1132.5,8.97,2.3,Laterite,Granite,Confined,13.13
Medak,1240.3,17.07,2.89,Laterite,Quartzite,Confined,22.83
Rangareddy,1120.72,8.03,2.43,Loamy,Schist,Semi-confined,12.49
Karimnagar,1242.64,7.92,4.65,Red Sandy,Quartzite,Semi-confined,15.3
Karimnagar,1276.89,8.9,2.43,Laterite,Granite,Unconfined,14.3
Medak,1167.64,17.25,2.3,Black Cotton,Schist,Unconfined,21.94
Nizamabad,1138.39,7.47,3.12,Black Cotton,Schist,Confined,12.23
Nalgonda,987.64,9.02,4.01,Red Sandy,Basalt,Unconfined,14.47
Hyderabad,1215.2,8.75,3.25,Black Cotton,Granite,Confined,13.21
Nalgonda,1016.98,7.59,4.5,Black Cotton,Quartzite,Confined,14.31
Medak,1206.71,17.23,2.44,Laterite,Granite,Confined,21.59
Khammam,1596.13,9.29,2.65,Loamy,Basalt,Unconfined,14.67
Nalgonda,973.31,8.11,4.52,Loamy,Schist,Semi-confined,15.17
Rangareddy,1129.91,9.08,4.23,Red Sandy,Basalt,Unconfined,16.11
Medak,1218.91,16.61,3.19,Loamy,Basalt,Semi-confined,22.4
Rangareddy,1077.27,7.67,4.18,Laterite,Basalt,Confined,13.41
Nizamabad,1093.26,7.01,1.8,Laterite,Quartzite,Confined,10.73
Khammam,1579.81,8.51,4.54,Laterite,Basalt,Semi-confined,15.49
Karimnagar,1260.67,6.62,1.55,Laterite,Granite,Confined,10.69
Medak,1237.5,15.96,1.99,Red Sandy,Basalt,Confined,20.44
Nalgonda,1017.08,8.05,1.78,Laterite,Basalt,Confined,12.49
Nalgonda,995.86,9.16,2.51,Black Cotton,Quartzite,Confined,14.06
Nalgonda,1022.48,8.32,3.65,Black Cotton,Schist,Confined,14.05
Hyderabad,1175.65,6.79,1.8,Red Sandy,Schist,Confined,9.81
Nizamabad,1118.98,7.57,2.8,Laterite,Basalt,Confined,13.01
Rangareddy,1099.91,8.95,2.75,Red Sandy,Basalt,Confined,13.22
Hyderabad,1191.79,6.82,1.51,Laterite,Schist,Unconfined,10.84
Rangareddy,1106.27,7.81,2.01,Red Sandy,Schist,Semi-confined,11.07
Nizamabad,1147.62,8.57,4.53,Loamy,Basalt,Confined,14.78
Rangareddy,1149.16,7.33,4.2,Laterite,Basalt,Semi-confined,14.26
Medak,1189.03,16.54,4.28,Red Sandy,Granite,Confined,23.22
Adilabad,1078.1,3.5,1.76,Red Sandy,Granite,Confined,8.09
Adilabad,1068.73,3.75,2.69,Black Cotton,Basalt,Confined,9.18
Nalgonda,964.89,6.42,2.64,Red Sandy,Granite,Unconfined,10.68
Medak,1245.1,16.2,3.04,Black Cotton,Quartzite,Unconfined,22.19
Rangareddy,1107.61,8.84,2.94,Red Sandy,Basalt,Confined,13.3
Hyderabad,1152.57,8.01,4.29,Red Sandy,Basalt,Confined,14.84
Mahabubnagar,1242.59,7.31,3.11,Black Cotton,Schist,Unconfined,11.91
Adilabad,1091.39,4.23,3.8,Red Sandy,Quartzite,Unconfined,10.97
Nalgonda,961.05,9.13,2.38,Laterite,Quartzite,Unconfined,13.65
Nalgonda,968.17,7.3,1.82,Red Sandy,Schist,Confined,11.39
Medak,1243.83,17.21,2.52,Black Cotton,Quartzite,Confined,21.26
Medak,1170.65,15.34,1.65,Red Sandy,Basalt,Semi-confined,19.95
Medak,1237.59,16.02,2.15,Red Sandy,Quartzite,Confined,20.32
Nizamabad,1140.22,7.35,1.9,Red Sandy,Schist,Unconfined,11.6
Mahabubnagar,1218.29,6.64,4.9,Loamy,Quartzite,Semi-confined,13.09
Hyderabad,1145.57,9.0,4.81,Laterite,Granite,Unconfined,14.98
Mahabubnagar,1196.1,9.38,2.65,Laterite,Basalt,Semi-confined,13.65
Nalgonda,933.94,6.77,4.02,Black Cotton,Schist,Unconfined,13.43
Hyderabad,1146.81,9.3,1.6,Laterite,Schist,Confined,13.61
Warangal,1794.02,8.77,3.29,Laterite,Basalt,Semi-confined,13.3
Nalgonda,933.32,8.38,3.36,Laterite,Quartzite,Confined,13.47
Hyderabad,1192.35,8.89,3.92,Loamy,Granite,Semi-confined,15.15
Nizamabad,1162.32,8.74,4.26,Red Sandy,Quartzite,Semi-confined,15.03
Nizamabad,1097.02,7.99,3.45,Red Sandy,Basalt,Unconfined,13.28
Hyderabad,1204.84,6.95,2.95,Loamy,Quartzite,Unconfined,11.99
Rangareddy,1135.13,9.34,3.97,Loamy,Basalt,Confined,16.15
Hyderabad,1155.24,7.49,4.55,Loamy,Quartzite,Semi-confined,13.19
Nalgonda,958.17,7.99,2.05,Black Cotton,Granite,Semi-confined,12.21
Karimnagar,1234.9,7.78,2.64,Red Sandy,Schist,Semi-confined,12.46
Medak,1236.08,16.69,1.76,Laterite,Basalt,Confined,19.47
Nalgonda,933.16,8.56,4.61,Laterite,Granite,Semi-confined,14.36
Rangareddy,1118.24,6.57,4.31,Red Sandy,Schist,Semi-confined,11.96
Medak,1170.14,15.13,3.66,Black Cotton,Quartzite,Semi-confined,20.68
Warangal,1774.72,7.5,4.1,Loamy,Schist,Unconfined,14.29
Nizamabad,1083.7,8.24,4.73,Red Sandy,Quartzite,Semi-confined,14.25
Adilabad,1065.5,4.22,4.37,Red Sandy,Schist,Unconfined,10.93
Rangareddy,1071.45,8.5,2.71,Black Cotton,Basalt,Confined,12.43
Adilabad,1105.16,4.59,2.96,Laterite,Quartzite,Unconfined,9.77
Medak,1226.6,16.41,2.41,Laterite,Basalt,Unconfined,20.41
Mahabubnagar,1223.45,8.17,4.84,Loamy,Schist,Unconfined,14.67
Mahabubnagar,1180.73,8.33,1.87,Laterite,Basalt,Semi-confined,13.0
Adilabad,1067.73,3.28,4.18,Black Cotton,Basalt,Unconfined,10.12
Mahabubnagar,1233.48,9.0,2.92,Black Cotton,Quartzite,Semi-confined,14.03
Karimnagar,1222.22,8.04,3.99,Laterite,Schist,Semi-confined,14.56
Khammam,1556.98,7.3,2.22,Laterite,Granite,Semi-confined,11.5
Rangareddy,1102.63,7.31,4.43,Red Sandy,Quartzite,Confined,13.28
Nizamabad,1159.65,6.69,2.88,Black Cotton,Granite,Semi-confined,12.39
Adilabad,1133.58,5.11,4.32,Red Sandy,Granite,Confined,11.1
Karimnagar,1290.64,6.51,1.76,Black Cotton,Basalt,Unconfined,10.79
Adilabad,1054.13,4.28,1.63,Loamy,Schist,Semi-confined,8.66
Adilabad,1112.58,2.86,4.33,Loamy,Basalt,Semi-confined,9.39
Nizamabad,1084.93,7.15,3.46,Black Cotton,Basalt,Semi-confined,12.81
Medak,1215.06,17.2,2.43,Black Cotton,Granite,Confined,21.34
Medak,1213.5,16.75,4.79,Laterite,Granite,Semi-confined,22.95
Khammam,1556.52,8.46,3.54,Red Sandy,Granite,Confined,13.47
Rangareddy,1111.77,8.12,2.49,Loamy,Basalt,Semi-confined,12.67
Nalgonda,982.44,7.54,3.56,Black Cotton,Granite,Confined,12.53
Warangal,1827.63,9.02,2.21,Black Cotton,Basalt,Unconfined,13.57
Rangareddy,1090.87,6.94,3.16,Black Cotton,Basalt,Unconfined,13.01
Hyderabad,1181.01,7.52,2.52,Black Cotton,Quartzite,Confined,12.55
Nalgonda,1028.3,9.35,2.65,Laterite,Quartzite,Unconfined,14.73
Medak,1204.18,16.46,1.78,Laterite,Quartzite,Semi-confined,19.42
Khammam,1647.13,8.68,3.27,Black Cotton,Granite,Semi-confined,14.72
Medak,1191.69,14.95,4.67,Laterite,Quartzite,Semi-confined,20.98
Hyderabad,1149.41,7.38,3.92,Black Cotton,Granite,Confined,13.56
Khammam,1589.84,6.89,4.57,Red Sandy,Granite,Unconfined,12.58
Khammam,1614.27,9.21,3.0,Laterite,Quartzite,Semi-confined,13.38
Nizamabad,1108.89,6.62,1.79,Black Cotton,Granite,Semi-confined,10.82
Nizamabad,1088.14,6.8,2.81,Red Sandy,Basalt,Unconfined,11.29
Warangal,1770.64,7.7,2.19,Loamy,Basalt,Semi-confined,11.34
Medak,1197.29,16.08,1.51,Black Cotton,Basalt,Semi-confined,19.87
Rangareddy,1096.26,8.67,4.98,Red Sandy,Quartzite,Unconfined,14.88
Nizamabad,1152.57,9.19,2.12,Loamy,Granite,Semi-confined,12.58
Hyderabad,1228.95,8.94,4.12,Black Cotton,Quartzite,Confined,14.1
Medak,1253.86,16.77,2.37,Red Sandy,Granite,Unconfined,20.6
Adilabad,1071.94,3.28,1.99,Loamy,Granite,Unconfined,8.25
Mahabubnagar,1215.06,7.83,1.72,Black Cotton,Schist,Semi-confined,12.54
Warangal,1780.78,8.16,3.12,Loamy,Granite,Unconfined,13.89
Nizamabad,1071.2,7.9,4.08,Black Cotton,Quartzite,Unconfined,14.53
Warangal,1827.7,7.73,1.6,Loamy,Granite,Confined,11.24
Nizamabad,1141.0,8.26,4.48,Laterite,Granite,Unconfined,13.98
Nizamabad,1150.01,7.65,3.05,Laterite,Schist,Confined,13.0
Khammam,1569.25,7.83,4.94,Laterite,Schist,Confined,14.39
Rangareddy,1060.94,7.0,3.55,Laterite,Granite,Unconfined,12.79
Rangareddy,1157.66,6.93,3.1,Laterite,Granite,Unconfined,11.99
Rangareddy,1142.71,7.05,4.11,Black Cotton,Quartzite,Confined,12.54
Medak,1204.28,16.3,2.12,Black Cotton,Quartzite,Unconfined,19.49
Khammam,1579.7,7.68,2.57,Laterite,Schist,Semi-confined,11.92
Mahabubnagar,1192.17,7.85,3.71,Laterite,Basalt,Unconfined,13.73
Khammam,1574.49,8.8,3.12,Laterite,Quartzite,Semi-confined,13.27
Mahabubnagar,1192.51,8.11,2.44,Laterite,Schist,Confined,12.06
Nizamabad,1080.44,8.01,2.49,Loamy,Granite,Unconfined,13.19
Nalgonda,951.27,8.9,1.52,Loamy,Basalt,Semi-confined,13.33
Adilabad,1061.82,4.06,2.92,Black Cotton,Basalt,Semi-confined,8.51
Karimnagar,1277.07,7.74,4.03,Laterite,Granite,Semi-confined,13.41
Mahabubnagar,1254.37,6.84,4.02,Loamy,Granite,Unconfined,13.28
Karimnagar,1244.16,8.61,4.96,Red Sandy,Granite,Confined,14.78
Adilabad,1115.26,4.46,2.06,Black Cotton,Basalt,Confined,8.59
Warangal,1753.5,7.62,2.58,Loamy,Schist,Confined,12.1
Medak,1193.08,17.14,1.55,Loamy,Basalt,Confined,21.22
Nalgonda,1012.85,6.45,2.91,Loamy,Quartzite,Confined,11.59
Hyderabad,1203.33,7.45,2.77,Black Cotton,Basalt,Confined,11.97
Adilabad,1078.33,3.75,2.02,Laterite,Schist,Semi-confined,8.33
Rangareddy,1119.84,6.44,4.83,Black Cotton,Schist,Semi-confined,13.68
Hyderabad,1218.24,8.31,1.89,Black Cotton,Granite,Unconfined,12.35
Karimnagar,1263.08,6.54,2.54,Red Sandy,Basalt,Unconfined,10.54
Nalgonda,1025.29,7.72,2.6,Black Cotton,Basalt,Unconfined,13.15
Nalgonda,985.5,7.24,1.55,Loamy,Granite,Unconfined,10.2
Karimnagar,1215.96,6.64,2.7,Red Sandy,Granite,Unconfined,11.91
Khammam,1608.85,7.93,3.13,Red Sandy,Schist,Unconfined,12.32
Adilabad,1109.87,3.19,4.71,Loamy,Quartzite,Unconfined,9.87
Nalgonda,965.87,8.77,1.88,Red Sandy,Basalt,Unconfined,12.94
Nizamabad,1130.44,7.78,2.94,Black Cotton,Granite,Confined,12.13
Khammam,1584.72,7.54,1.72,Loamy,Schist,Semi-confined,11.11
Karimnagar,1259.24,6.74,1.73,Laterite,Basalt,Unconfined,9.9
Khammam,1554.4,6.64,1.61,Red Sandy,Granite,Unconfined,10.01
Rangareddy,1104.98,8.01,2.49,Laterite,Basalt,Unconfined,12.82
Karimnagar,1264.67,8.99,1.87,Red Sandy,Quartzite,Unconfined,13.47
Karimnagar,1272.44,9.36,4.03,Loamy,Basalt,Unconfined,16.26
Rangareddy,1100.34,6.92,1.85,Black Cotton,Quartzite,Unconfined,10.05
Warangal,1774.06,7.87,4.81,Red Sandy,Basalt,Semi-confined,15.47
Warangal,1737.24,6.68,1.61,Red Sandy,Granite,Semi-confined,10.01
Warangal,1819.84,6.69,1.85,Black Cotton,Quartzite,Semi-confined,10.52
Nizamabad,1122.07,7.9,3.54,Black Cotton,Basalt,Confined,13.03
Karimnagar,1204.3,8.43,2.64,Laterite,Granite,Confined,12.52
Karimnagar,1252.53,7.5,1.83,Laterite,Schist,Confined,11.9
Khammam,1577.18,7.56,4.77,Red Sandy,Basalt,Semi-confined,13.94
Nizamabad,1147.37,8.67,2.27,Laterite,Granite,Unconfined,13.45
Hyderabad,1209.65,8.34,3.04,Red Sandy,Basalt,Confined,14.01
Rangareddy,1113.06,6.98,2.92,Red Sandy,Quartzite,Semi-confined,12.0
Khammam,1579.7,7.11,3.04,Laterite,Quartzite,Confined,11.83
Nalgonda,964.59,8.02,2.06,Loamy,Granite,Unconfined,12.98
Nizamabad,1100.19,6.64,4.33,Black Cotton,Quartzite,Unconfined,12.74
Nizamabad,1075.83,8.05,2.67,Red Sandy,Schist,Confined,12.39
Rangareddy,1138.57,8.69,2.05,Loamy,Quartzite,Confined,12.87
Nalgonda,1009.61,7.42,2.08,Laterite,Basalt,Confined,12.15
Mahabubnagar,1222.69,7.13,3.64,Red Sandy,Quartzite,Confined,12.95
Karimnagar,1297.43,7.45,2.3,Laterite,Basalt,Confined,11.61
Nalgonda,942.84,6.94,2.74,Black Cotton,Schist,Confined,11.92
Khammam,1578.38,8.84,1.62,Loamy,Basalt,Confined,12.52
Nizamabad,1162.88,8.32,1.59,Red Sandy,Basalt,Unconfined,12.87
Karimnagar,1296.65,8.36,3.46,Black Cotton,Quartzite,Confined,13.75
Hyderabad,1237.64,8.01,4.28,Laterite,Basalt,Confined,14.05
Karimnagar,1287.28,9.31,2.16,Laterite,Schist,Unconfined,13.25
Adilabad,1126.35,5.35,3.07,Loamy,Granite,Semi-confined,10.86
Mahabubnagar,1182.57,8.72,3.74,Red Sandy,Granite,Unconfined,14.8
Medak,1172.56,17.06,4.43,Red Sandy,Basalt,Unconfined,23.81
Hyderabad,1206.93,6.44,2.76,Laterite,Basalt,Confined,11.89
Nalgonda,991.15,8.2,3.23,Black Cotton,Granite,Confined,13.52
Mahabubnagar,1246.03,6.48,2.81,Loamy,Schist,Unconfined,11.16
Hyderabad,1196.41,7.62,3.37,Loamy,Quartzite,Semi-confined,13.25
Karimnagar,1279.2,7.3,3.5,Loamy,Quartzite,Unconfined,12.39
Karimnagar,1214.13,7.6,4.05,Loamy,Schist,Confined,14.07
Rangareddy,1110.2,8.63,3.76,Loamy,Granite,Confined,14.37
Medak,1248.06,17.26,3.06,Red Sandy,Granite,Semi-confined,22.38
Warangal,1780.91,6.44,4.68,Black Cotton,Granite,Unconfined,12.82
Hyderabad,1221.81,8.64,2.2,Black Cotton,Basalt,Semi-confined,13.03
Karimnagar,1282.06,8.26,2.1,Laterite,Granite,Confined,13.19
Nalgonda,984.49,9.01,2.58,Loamy,Schist,Confined,13.4
Nalgonda,962.17,8.05,1.6,Loamy,Granite,Semi-confined,11.37
Mahabubnagar,1199.23,7.33,2.33,Loamy,Quartzite,Semi-confined,11.2
Nizamabad,1094.64,7.9,4.78,Black Cotton,Schist,Semi-confined,13.81
Mahabubnagar,1185.89,7.23,2.73,Red Sandy,Quartzite,Semi-confined,11.14
Warangal,1778.19,6.91,3.77,Laterite,Basalt,Confined,11.94
Rangareddy,1158.37,7.74,1.91,Laterite,Quartzite,Unconfined,11.52
Mahabubnagar,1221.05,6.6,4.93,Black Cotton,Quartzite,Confined,12.99
Adilabad,1076.48,2.72,2.59,Laterite,Quartzite,Semi-confined,6.87
Karimnagar,1272.62,7.17,3.47,Red Sandy,Basalt,Unconfined,13.43
Mahabubnagar,1261.7,6.74,2.92,Loamy,Schist,Confined,11.03
Nizamabad,1115.78,8.48,3.53,Black Cotton,Basalt,Unconfined,14.38
Warangal,1743.84,8.06,3.97,Laterite,Schist,Confined,14.85
Nizamabad,1103.18,7.82,3.25,Red Sandy,Schist,Unconfined,13.43
Mahabubnagar,1265.43,7.19,2.56,Laterite,Schist,Semi-confined,12.07
Nizamabad,1142.29,9.13,2.98,Red Sandy,Quartzite,Unconfined,14.56
Warangal,1824.49,6.97,3.78,Black Cotton,Quartzite,Unconfined,11.99
Karimnagar,1210.29,9.15,4.45,Loamy,Schist,Unconfined,16.21
Karimnagar,1249.6,8.69,4.36,Loamy,Quartzite,Semi-confined,16.03
Nizamabad,1101.75,7.06,4.51,Red Sandy,Granite,Unconfined,13.79
Nizamabad,1157.88,8.34,3.96,Red Sandy,Schist,Confined,13.45
Mahabubnagar,1224.03,9.15,2.98,Laterite,Quartzite,Confined,14.52
Adilabad,1047.0,2.68,2.31,Laterite,Basalt,Unconfined,6.7
Warangal,1795.38,8.06,3.71,Black Cotton,Granite,Semi-confined,13.92
Khammam,1605.61,8.11,1.57,Loamy,Basalt,Confined,11.9
Khammam,1636.22,8.19,1.68,Laterite,Quartzite,Semi-confined,10.97
Rangareddy,1070.1,7.87,4.62,Laterite,Schist,Unconfined,14.89
Medak,1211.12,14.84,3.82,Red Sandy,Granite,Semi-confined,20.89
Medak,1225.01,16.71,4.86,Laterite,Schist,Semi-confined,24.53
Nalgonda,960.93,6.88,3.73,Black Cotton,Schist,Semi-confined,12.66
Nalgonda,1021.26,7.32,4.82,Laterite,Granite,Semi-confined,14.13
Hyderabad,1214.0,9.06,4.96,Black Cotton,Granite,Semi-confined,15.46
Adilabad,1102.36,3.3,3.84,Red Sandy,Granite,Confined,9.4
Karimnagar,1249.76,7.45,1.7,Red Sandy,Basalt,Unconfined,11.43
Khammam,1617.92,8.32,2.7,Laterite,Basalt,Confined,13.73
Karimnagar,1269.52,7.52,3.79,Black Cotton,Basalt,Unconfined,13.46
Warangal,1732.79,8.64,3.18,Red Sandy,Granite,Semi-confined,14.61
Medak,1192.23,15.76,3.77,Black Cotton,Quartzite,Semi-confined,21.48
Hyderabad,1204.99,9.2,3.54,Red Sandy,Schist,Unconfined,14.17
Rangareddy,1066.49,7.91,3.99,Red Sandy,Basalt,Unconfined,13.05
Warangal,1806.8,7.04,4.6,Loamy,Granite,Confined,13.43
Mahabubnagar,1200.34,7.24,4.63,Laterite,Quartzite,Confined,14.38
Karimnagar,1298.06,7.2,3.64,Black Cotton,Schist,Confined,13.78
Nizamabad,1131.14,8.31,1.74,Black Cotton,Schist,Unconfined,12.26
Warangal,1756.45,9.29,3.28,Black Cotton,Granite,Confined,14.67
Nalgonda,932.74,8.9,3.77,Black Cotton,Quartzite,Confined,14.46
Warangal,1735.63,6.54,3.31,Loamy,Basalt,Unconfined,11.71
Nizamabad,1118.95,7.89,2.19,Red Sandy,Basalt,Confined,11.47
Khammam,1598.24,7.89,2.44,Laterite,Granite,Unconfined,11.35
Khammam,1618.93,7.48,3.68,Laterite,Basalt,Semi-confined,14.06
Nizamabad,1134.67,7.33,3.68,Laterite,Granite,Confined,13.4
Hyderabad,1186.07,7.11,4.44,Red Sandy,Schist,Unconfined,13.61
Nizamabad,1106.36,6.47,2.44,Laterite,Granite,Semi-confined,9.98
Hyderabad,1243.02,6.64,2.39,Loamy,Basalt,Unconfined,11.46
Mahabubnagar,1277.87,8.2,3.3,Laterite,Granite,Unconfined,14.45
Karimnagar,1296.19,8.57,4.95,Red Sandy,Schist,Unconfined,16.35
Mahabubnagar,1245.53,7.56,2.7,Black Cotton,Quartzite,Unconfined,13.24
Mahabubnagar,1188.25,8.08,2.16,Black Cotton,Granite,Unconfined,12.13
Warangal,1771.7,6.53,3.39,Black Cotton,Basalt,Unconfined,11.64
Nalgonda,992.3,7.03,4.68,Black Cotton,Schist,Confined,13.26
Warangal,1806.33,7.85,3.84,Loamy,Granite,Confined,13.7
Hyderabad,1231.49,7.63,2.28,Red Sandy,Granite,Semi-confined,11.28
Nizamabad,1154.47,7.18,2.77,Laterite,Basalt,Semi-confined,12.01
Karimnagar,1274.46,6.5,4.21,Laterite,Basalt,Semi-confined,11.91
Medak,1241.38,14.64,2.51,Loamy,Basalt,Unconfined,19.8
Khammam,1609.81,7.6,3.03,Loamy,Quartzite,Unconfined,12.23
Hyderabad,1221.25,6.87,3.57,Red Sandy,Granite,Confined,13.2
Khammam,1648.42,6.64,3.18,Loamy,Granite,Semi-confined,11.41
Mahabubnagar,1181.13,7.37,3.59,Black Cotton,Schist,Confined,12.64
Warangal,1755.94,7.17,1.86,Loamy,Schist,Unconfined,11.94
Nizamabad,1109.28,6.75,2.01,Red Sandy,Granite,Unconfined,11.44
Nizamabad,1148.17,7.02,1.52,Laterite,Quartzite,Unconfined,10.48
Hyderabad,1163.75,8.72,3.57,Black Cotton,Basalt,Confined,13.8
Mahabubnagar,1226.89,6.66,3.66,Loamy,Granite,Confined,11.63
Medak,1240.7,15.57,4.67,Loamy,Basalt,Semi-confined,22.25
Karimnagar,1218.03,7.03,1.97,Loamy,Schist,Unconfined,10.73
Hyderabad,1152.84,9.31,1.52,Laterite,Quartzite,Unconfined,12.68
Medak,1203.59,16.64,4.83,Loamy,Quartzite,Unconfined,23.76
Hyderabad,1152.27,7.69,2.81,Red Sandy,Quartzite,Semi-confined,12.02
Warangal,1777.32,7.77,2.91,Loamy,Granite,Semi-confined,13.0
Adilabad,1050.25,5.19,3.7,Red Sandy,Granite,Unconfined,10.29
Adilabad,1071.53,2.66,2.72,Loamy,Granite,Confined,7.15
Rangareddy,1091.97,9.31,4.99,Black Cotton,Quartzite,Semi-confined,17.24
Mahabubnagar,1274.06,9.32,1.57,Red Sandy,Granite,Semi-confined,12.0
Medak,1201.98,15.68,1.52,Black Cotton,Basalt,Confined,20.16
Adilabad,1112.09,2.94,1.68,Loamy,Basalt,Semi-confined,7.09
Warangal,1812.03,8.27,1.91,Laterite,Schist,Confined,12.48
Medak,1233.66,15.85,3.27,Laterite,Schist,Confined,20.61
Medak,1242.11,15.87,1.58,Red Sandy,Basalt,Confined,19.61
Nizamabad,1140.0,7.46,4.54,Black Cotton,Schist,Confined,13.84
Rangareddy,1065.74,8.17,4.33,Loamy,Basalt,Unconfined,13.87
Nalgonda,1016.73,6.43,3.42,Loamy,Schist,Confined,12.46
Hyderabad,1241.23,7.73,3.11,Laterite,Granite,Confined,13.35
Mahabubnagar,1241.07,6.97,1.83,Red Sandy,Basalt,Confined,11.63
Rangareddy,1090.24,8.86,2.59,Loamy,Schist,Unconfined,14.32
Rangareddy,1075.79,9.09,4.39,Loamy,Schist,Semi-confined,15.25
Adilabad,1071.86,4.29,4.53,Black Cotton,Schist,Confined,11.31
Karimnagar,1288.48,7.81,2.55,Laterite,Quartzite,Unconfined,12.95
Medak,1175.53,17.24,1.58,Loamy,Quartzite,Unconfined,21.59
Khammam,1621.64,8.58,4.45,Loamy,Quartzite,Confined,14.06
Adilabad,1096.59,3.96,3.57,Loamy,Schist,Semi-confined,8.78
Rangareddy,1096.55,8.5,4.15,Laterite,Granite,Semi-confined,15.41
Nalgonda,1011.5,7.17,3.77,Red Sandy,Granite,Semi-confined,13.6
Adilabad,1042.32,3.33,1.72,Laterite,Granite,Confined,7.15
Nalgonda,981.41,7.66,3.09,Loamy,Basalt,Unconfined,13.64
Karimnagar,1273.25,7.22,2.23,Loamy,Granite,Confined,10.62
Karimnagar,1243.07,9.33,3.93,Red Sandy,Schist,Semi-confined,14.88
Hyderabad,1169.63,7.82,3.86,Loamy,Schist,Unconfined,13.82
Rangareddy,1119.09,7.37,4.27,Laterite,Schist,Semi-confined,12.92
Nalgonda,1008.75,6.5,4.93,Red Sandy,Quartzite,Unconfined,13.46
Medak,1186.41,14.81,4.59,Black Cotton,Schist,Semi-confined,21.86
Nizamabad,1128.46,6.57,3.71,Laterite,Basalt,Semi-confined,11.31
Medak,1157.43,14.67,3.68,Red Sandy,Basalt,Semi-confined,20.84
Adilabad,1049.28,5.44,3.31,Laterite,Basalt,Confined,10.09
Rangareddy,1065.31,7.62,4.58,Laterite,Basalt,Unconfined,13.9
Karimnagar,1272.14,6.53,4.07,Loamy,Schist,Confined,13.25
Rangareddy,1073.9,7.98,4.63,Red Sandy,Schist,Unconfined,14.09
Medak,1188.97,16.81,4.78,Laterite,Quartzite,Semi-confined,23.53
Nizamabad,1130.2,7.59,2.79,Loamy,Schist,Unconfined,12.73
Adilabad,1080.04,3.47,4.89,Loamy,Basalt,Semi-confined,10.96
Khammam,1557.75,7.93,2.0,Red Sandy,Granite,Unconfined,12.77
Warangal,1812.43,7.05,1.95,Red Sandy,Granite,Confined,11.57
Rangareddy,1089.24,7.39,4.02,Laterite,Basalt,Semi-confined,13.96
Hyderabad,1195.15,7.14,2.71,Laterite,Schist,Semi-confined,12.09
Rangareddy,1148.47,8.4,3.59,Black Cotton,Basalt,Confined,14.16
Rangareddy,1115.94,7.5,1.94,Black Cotton,Quartzite,Unconfined,11.04
Medak,1159.82,15.51,4.73,Red Sandy,Basalt,Semi-confined,21.61
Adilabad,1076.59,4.03,4.33,Laterite,Schist,Semi-confined,9.8
Rangareddy,1094.74,8.01,3.78,Loamy,Schist,Unconfined,14.07
